Id,Name,Description,Category,Density,ECI_A1A3
2390,Concrete-By Cementitious Content with ggbs 0% : 460  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.192060015
2391,Concrete-By Cementitious Content with ggbs 0% : 480  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.199831619
2392,Concrete-By Cementitious Content with ggbs 0% : 500  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.207603222
2393,Concrete-By Cementitious Content with ggbs 50% : 100  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.033574026
2394,Concrete-By Cementitious Content with ggbs 50% : 120  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.037626204
2395,Concrete-By Cementitious Content with ggbs 50% : 140  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.041678382
2396,Concrete-By Cementitious Content with ggbs 50% : 160  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.04573056
2397,Concrete-By Cementitious Content with ggbs 50% : 180  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.049782738
2398,Concrete-By Cementitious Content with ggbs 50% : 200  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.053834916
2399,Concrete-By Cementitious Content with ggbs 50% : 220  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.057887094
2400,Concrete-By Cementitious Content with ggbs 50% : 240  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.061939272
2401,Concrete-By Cementitious Content with ggbs 50% : 260  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.066058299
2402,Concrete-By Cementitious Content with ggbs 50% : 280  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.07018761
2403,Concrete-By Cementitious Content with ggbs 50% : 300  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.074327206
2404,Concrete-By Cementitious Content with ggbs 50% : 320  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.078477087
2405,Concrete-By Cementitious Content with ggbs 50% : 340  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.082637251
2406,Concrete-By Cementitious Content with ggbs 50% : 360  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.086715141
2407,Concrete-By Cementitious Content with ggbs 50% : 380  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.09079303
2408,Concrete-By Cementitious Content with ggbs 50% : 400  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.094870919
2409,Concrete-By Cementitious Content with ggbs 50% : 420  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.098948808
2410,Concrete-By Cementitious Content with ggbs 50% : 440  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.103026697
2411,Concrete-By Cementitious Content with ggbs 50% : 460  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.107104587
2412,Concrete-By Cementitious Content with ggbs 50% : 480  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.111182476
2413,Concrete-By Cementitious Content with ggbs 50% : 500  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.115260365
2414,Concrete-By Cementitious Content with ggbs 70% : 100  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.026186597
2415,Concrete-By Cementitious Content with ggbs 70% : 120  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.028761289
2416,Concrete-By Cementitious Content with ggbs 70% : 140  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.031335982
2417,Concrete-By Cementitious Content with ggbs 70% : 160  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.033910674
2418,Concrete-By Cementitious Content with ggbs 70% : 180  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.036485366
2419,Concrete-By Cementitious Content with ggbs 70% : 200  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.039060059
2420,Concrete-By Cementitious Content with ggbs 70% : 220  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.041634751
2421,Concrete-By Cementitious Content with ggbs 70% : 240  kg total cementitious content per m3 concrete,"These mixtures were modelled with some ggbs as cement replacement, e.g. 300 kg per m3 equals the total cementitious content. The % ggbs replacement rate is applied to this amount.",Concrete,2400,0.044209443
